,index,Repo,commit_message,time,churn,insertions,deletions,files_changed
250,19580,csc216-001-P3-003,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-001-P3-003.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-001-P3-003.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-001-P3-003.git""",1480707083,1,3,3,1,N
251,19581,csc216-001-P3-003,b'Fixed an issue where dates reset themselves upon initializing an edit.',1480706981,1,3,3,1,B
252,19582,csc216-001-P3-003,b'fixed dimensions of the task list header',1480706998,1,1,1,1,B
253,19583,csc216-001-P3-003,"bDoesn't repeat categories when adding a task now""""""""Doesn't repeat categories when adding a task now""""Doesn't repeat categories when adding a task now""",1480705214,1,0,1,1,T
254,19584,csc216-001-P3-003,b'Fixed pmd and enableEdit()',1480704697,1,3,5,1,B
255,19585,csc216-001-P3-003,b'fixed the repeating categories',1480703988,2,19,12,2,B
256,19586,csc216-001-P3-003,b'Made some changes to TaskEditPane the issue with multiple of the same\ncategory being added once a task has been added is not resolved. See\nline 474 for where this logic begins.',1480696138,1,6,16,1,T
257,19587,csc216-001-P3-003,b'fixed order of data in table',1480695281,1,6,5,1,B
258,19588,csc216-001-P3-003,b'Enabled the category combobox.',1480694473,1,1,1,1,T
259,19589,csc216-001-P3-003,b'Fixed a PMD warning.',1480691218,1,4,2,1,B
260,19590,csc216-001-P3-003,b'Attempting another fix for the update method in ToDoList.',1480690992,1,3,16,1,T
261,19591,csc216-001-P3-003,b'Attempting to remove some unused code to see if it fixes a teaching\nstaff test case.',1480690388,1,16,3,1,T
262,19592,csc216-001-P3-003,b'Attempting a different fix for the update method.',1480684008,1,15,15,1,T
263,19593,csc216-001-P3-003,b'Attempting to fix the last teaching staff test case.',1480683903,1,1,1,1,T
264,19594,csc216-001-P3-003,b'Attempting to fix the last teaching staff test case.',1480683751,1,7,13,1,T
265,19595,csc216-001-P3-003,b'Attempting to fix the last teaching staff test case.',1480683596,1,1,1,1,T
266,19596,csc216-001-P3-003,b'Attempting to change the update method in ToDoList.',1480683461,1,2,11,1,T
267,19597,csc216-001-P3-003,b'This probably wont change anything but edited ToDoList',1480663033,1,0,1,1,E
268,19598,csc216-001-P3-003,b'Attempting to fix update problem',1480662052,1,2,1,1,T
269,19599,csc216-001-P3-003,b'Removing some dead code.',1480657714,1,4,0,1,N
270,19600,csc216-001-P3-003,b'Attempting to fix a teaching staff test case.',1480657631,1,0,1,1,T
271,19601,csc216-001-P3-003,b'Attempting to fix a teaching staff test case.',1480657503,1,1,3,1,T
272,19602,csc216-001-P3-003,b'Attempting to fix a teaching staff test case.',1480657389,1,1,1,1,T
273,19603,csc216-001-P3-003,b'Attempting to fix a teaching staff test case.',1480657252,1,2,2,1,T
274,19604,csc216-001-P3-003,b'Forgot to change a method call.',1480657136,1,1,1,1,U
275,19605,csc216-001-P3-003,b'Attempting to reapply a fix which previously broke some test cases.',1480657047,1,7,7,1,T
276,19606,csc216-001-P3-003,b'Attempting to fix a teaching staff test case.',1480656886,1,9,14,1,T
277,19607,csc216-001-P3-003,b'Attempting to fix a teaching staff test case.',1480656729,1,10,8,1,T
278,19608,csc216-001-P3-003,b'Attempting to fix the removeTask teaching staff test case.',1480656607,1,8,4,1,T
279,19609,csc216-001-P3-003,b'Reverting my change to the addTask method in TaskList.',1480656497,1,8,9,1,N
280,19610,csc216-001-P3-003,b'Attempting another fix at some teaching staff test cases.',1480656390,1,2,2,1,T
281,19611,csc216-001-P3-003,b'Attempting another fix for a teaching staff test case.',1480656156,1,1,1,1,T
282,19612,csc216-001-P3-003,b'Attempting to fix a teaching staff test case.',1480656043,1,3,10,1,T
283,19613,csc216-001-P3-003,b'Attempting to fix the addTask method in TaskList.',1480655622,1,11,9,1,T
284,19614,csc216-001-P3-003,b'fixed checkstyle and pmd',1480653820,5,8,7,5,B
285,19615,csc216-001-P3-003,b'Attempting to fix problems',1480652308,4,9,3,4,T
286,19616,csc216-001-P3-003,b'fixed update methods?',1480651390,3,4,7,3,U
287,19617,csc216-001-P3-003,"bi'm so dumb on this test""""""""i'm so dumb on this test""""i'm so dumb on this test""",1480649427,2,2,2,2,U
288,19618,csc216-001-P3-003,b'maybe fixed something in categorylist and todolist',1480648544,2,1,3,2,T
289,19619,csc216-001-P3-003,b'I think i fixed observable in catlist and todolist sry for lots of pushs',1480647845,2,6,12,2,T
290,19620,csc216-001-P3-003,b'changed todolist and arraylist',1480647355,2,3,5,2,E
291,19621,csc216-001-P3-003,b'keep forgetting to check that im not failing any of my tests',1480645400,2,4,4,2,T
292,19622,csc216-001-P3-003,b'I think fixed the rest of the errors in arraylist',1480644479,1,4,7,1,B
293,19623,csc216-001-P3-003,b'fixed regression',1480643672,1,1,0,1,B
294,19624,csc216-001-P3-003,b'fixed regression',1480643634,1,4,8,1,B
295,19625,csc216-001-P3-003,b'fixed arraylist',1480643204,2,3,6,2,B
296,19626,csc216-001-P3-003,b'Attempting to fix a teaching staff test case.',1480636490,1,4,3,1,E
297,19627,csc216-001-P3-003,b'Attempting to fix some teaching staff test cases.',1480636233,1,0,2,1,E
298,19628,csc216-001-P3-003,b'Attempting to fix some teaching staff test cases in Task and TaskList.',1480636068,2,10,10,2,E
299,19629,csc216-001-P3-003,b'hoping this fixed category',1480635270,1,12,9,1,U
300,19630,csc216-001-P3-003,b'fixed the null pointers in category',1480633582,1,3,10,1,B
301,19631,csc216-001-P3-003,b'sorry if this comes through a few times i ran into some issues',1480633019,1,1,1,1,U
302,19632,csc216-001-P3-003,b'trying to fix errors in category',1480632914,1,1,1,1
303,19633,csc216-001-P3-003,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-001-P3-003.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-001-P3-003.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-001-P3-003.git""",1480632821,1,0,1,1
304,19634,csc216-001-P3-003,b'Reverting my previous change.',1480631094,1,0,8,1
305,19635,csc216-001-P3-003,b'Attempting another fix for some teaching staff test cases for Task and\nTaskList.',1480630770,2,8,1,2
306,19636,csc216-001-P3-003,b'updated category',1480632777,1,1,0,1
307,19637,csc216-001-P3-003,b'fixed errors in category',1480632725,1,1,4,1
308,19638,csc216-001-P3-003,"bReverting my previous change and attempting to fix the NPE caused by\nTaskList's update.""""""""Reverting my previous change and attempting to fix the NPE caused by\nTaskList's update.""""Reverting my previous change and attempting to fix the NPE caused by\nTaskList's update.""",1480630321,2,5,2,2
309,19639,csc216-001-P3-003,b'Attempting to fix the setTitle teaching staff test case.',1480630143,1,1,4,1
310,19640,csc216-001-P3-003,b'Attempting to fix some teaching staff test cases in Task and TaskList.',1480623671,2,4,14,2
311,19641,csc216-001-P3-003,b'Fixing a LinkedList teaching staff test case.',1480623415,1,0,4,1
312,19642,csc216-001-P3-003,b'Attempting to fix some teaching staff test cases.',1480623303,3,16,16,3
313,19643,csc216-001-P3-003,b'added coverage to open and load files',1480622214,1,2,0,1
314,19644,csc216-001-P3-003,b'added coverage for load and open files',1480621435,3,1,34,3
315,19645,csc216-001-P3-003,b'added a little coverage to category',1480579393,2,3,7,2
316,19646,csc216-001-P3-003,b'sorry for lots of commits fixed some things in category and catlist',1480578877,2,2,2,2
317,19647,csc216-001-P3-003,b'fixed checkstyle and pmd',1480578177,4,11,8,4
318,19648,csc216-001-P3-003,b'added test for category list and todolist',1480577788,4,12,313,4
319,19649,csc216-001-P3-003,b'added observer implementation to category CategoryList and ToDoList',1480569563,3,21,29,3
320,19650,csc216-001-P3-003,b'Added a missing setChanged method call.',1480532694,1,0,1,1
321,19651,csc216-001-P3-003,b'Got tasks to be added in the TaskListPane.',1480532660,2,4,17,2
322,19652,csc216-001-P3-003,b'Finished up TaskList and *potentially* finished TaskEditPane need\nTaskListPane to be finished to test this further.',1480467574,2,10,30,2
323,19653,csc216-001-P3-003,b'Removing what I believe to be an unnecessary method.',1480464136,1,13,0,1
324,19654,csc216-001-P3-003,b'Fixed the test compareTo method in TaskTest and fixed various\nPMD/Checkstyle warnings.',1480425361,3,91,131,3
325,19655,csc216-001-P3-003,b'Implemented tasklistpane tasktablemodel and started todolist',1480404828,6,59,135,6
326,19656,csc216-001-P3-003,b'Finished the Task and TaskList class along with their respective test\nclasses.',1480391052,4,5,241,4
327,19657,csc216-001-P3-003,b'Completed the implementation of Task and worked a little on the TaskList\nimplementation.',1480362096,2,10,89,2
328,19658,csc216-001-P3-003,b'started category list',1480318013,1,13,42,1
329,19659,csc216-001-P3-003,b'implemented and tested ArryList and Category',1480315648,4,26,401,4
330,19660,csc216-001-P3-003,b'Various changes made to attempt to be able to view the GUI of Project3.',1480289186,3,7,37,3
331,19661,csc216-001-P3-003,b'Attempted to implement the TaskEditPane unsure if it works due to a NPE\ncaused by adding an observer to CategoryList. The addObserver method in\nTaskEditPane has not been implemented.',1480276761,2,37,181,2
332,19662,csc216-001-P3-003,b'Added a missing javadoc comment.',1480272093,1,0,3,1
333,19663,csc216-001-P3-003,b'Fixed the remove method for LinkedList.',1480271992,2,72,99,2
334,19664,csc216-001-P3-003,b'this time i actually fixed the last findbugs error',1480126573,1,1,1,1
335,19665,csc216-001-P3-003,b'the last findbugs warning',1480126467,1,0,2,1
336,19666,csc216-001-P3-003,b'fixed last of the checkstyle',1480126348,3,3,3,3
337,19667,csc216-001-P3-003,b'Sorry but that should be the last of them',1480125987,2,3,4,2
338,19668,csc216-001-P3-003,b'ahhhh',1480125583,1,0,1,1
339,19669,csc216-001-P3-003,b'fixed errors',1480125441,4,7,11,4
340,19670,csc216-001-P3-003,b'fixed pmd again',1480125106,2,0,6,2
341,19671,csc216-001-P3-003,b'fixed pmd',1480124919,9,29,44,9
342,19672,csc216-001-P3-003,b'Fixed check style',1480124028,9,16,24,9
343,19673,csc216-001-P3-003,b'LinkedList Implementation and Testing',1479859688,3,16,286,3
344,19674,csc216-001-P3-003,b'Made both the category and task classes extend Observable.',1479692882,2,2,4,2
345,19675,csc216-001-P3-003,b'Made both the TaskListPane and the TaskEditPane extend the JPanel class\nand added some needed methods to TaskList.',1479692791,3,2,28,3
346,19676,csc216-001-P3-003,"bAdded todolist taskList tasklistpane skeleton i'll fix in a little""""""""Added todolist taskList tasklistpane skeleton i'll fix in a little""""Added todolist taskList tasklistpane skeleton i'll fix in a little""",1479689327,4,2,238,4
347,19677,csc216-001-P3-003,b'Added CategoryList TaskListPane and TaskTableModel skeleton',1479686619,4,1,313,4
348,19678,csc216-001-P3-003,b'Added arrayList and category skeleton added tabular',1479686551,3,0,281,3
349,19679,csc216-001-P3-003,b'Created the skeleton and test class for TaskList. Added the GUI files\nand created skeleton of TaskEditPane.',1479606650,14,0,2635,14
350,19680,csc216-001-P3-003,b'Created the skeleton for the LinkedList class and added its test class.',1479601960,7,0,422,7
351,19682,csc216-001-P3-004,b'increased code coverage for ArrayList.java and LinkedList.java fixed\njavacode',1480721013,25,1120,182,25
352,19683,csc216-001-P3-004,b'fixed author tag in todolist and regenerated javadoc',1480719802,75,75,75,75
353,19684,csc216-001-P3-004,b'added more test cases for todolisttest.java and added more descriptive\njavadoc. Added more test files for white box tests. Regenerated the html\njavadoc pages.',1480719638,80,583,1077,80
354,19685,csc216-001-P3-004,b'added test cases for CategoryListTest and added more description to the\njavadoc',1480714579,1,105,157,1
355,19686,csc216-001-P3-004,b'added test cases to CategoryTest added and made the javadoc more\ndescriptive',1480713111,1,105,154,1
356,19687,csc216-001-P3-004,b'added tests for the get2d array in the tasklisttest',1480710518,1,0,14,1
357,19688,csc216-001-P3-004,b'created more tests for TaskListTest and neatened the javadoc',1480710088,2,189,233,2
358,19689,csc216-001-P3-004,b'added tests to TaskTest.java and updated javadoc for that class',1480703890,1,113,189,1
359,19690,csc216-001-P3-004,b'fixed some of the javadoc for LinkedListTest',1480698250,1,1,2,1
360,19691,csc216-001-P3-004,b'added tests to LinkedLIstTest.java',1480698212,1,191,272,1
361,19692,csc216-001-P3-004,b'added more tests to arraylist.java',1480696366,2,210,311,2
362,19693,csc216-001-P3-004,b'get rid of import java.util.ArrayList Jenkins failing the whole project',1480686843,1,9,2,1
363,19694,csc216-001-P3-004,b'completed black box plan and added one test file',1480679535,1,54,90,1
364,19695,csc216-001-P3-004,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-001-P3-004.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-001-P3-004.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-001-P3-004.git""",1480679489,1,1,4,1
365,19696,csc216-001-P3-004,"b'fixed bug that add"" button didn\'t act correctly'""""'fixed bug that ""add"" button didn\""""fixed bug that ""a""""i""",1480647846,1,1,4,1
366,19697,csc216-001-P3-004,b'completed black box plan and added onw test file used for black box plan',1480679482,3,0,1,3
367,19698,csc216-001-P3-004,b'generated javadoc for project 3',1480667513,93,14,20398,93
368,19699,csc216-001-P3-004,b'fixed bugs that task edit pane runs incorrectly when delete category',1480666965,1,12,16,1
369,19700,csc216-001-P3-004,b'fixed the error with the NPE being thrown when taskeditpane was being\nsaved and fixed small error where the category label in the\ntasktablemodel was in the wrong place',1480488354,2,54,91,2
370,19701,csc216-001-P3-004,b'implemented the set methods within TaskEditPane',1480354474,1,4,3,1
371,19702,csc216-001-P3-004,"b'button Add"" is available now but meeting NPE when try to add Task'""""'button ""Add"" is available now but meeting NPE when try to """"button ""Add"" is available now but meeting NPE when""""utton ""Add"" is available now but meeting N""""tton ""Add"" is available now but mee""""ton ""Add"" is available now bu""""on ""Add"" is available no""""n ""Add"" is available"""" ""Add"" is availab""""""Add"" is availa""""Add"" is availa""""dd"" is ava""""d"" is a"""""" is """" is """,1480346246,1,1,8,1
372,19703,csc216-001-P3-004,"b'fixed errors in TaskEditPane.update()\n\n1. now JComboBox shows correctly\n2. button Add"" is not activated trying to figure out why'""""'fixed errors in TaskEditPane.update()\n\n1. no""",1480344901,1,7,7,1
373,19704,csc216-001-P3-004,b'fixed one PMD problem working on update() method in TaskEditPane',1480343323,1,3,3,1
374,19705,csc216-001-P3-004,b'fixed 1 PMD problem working on JComboBox does not show Categories',1480343039,1,1,1,1
375,19706,csc216-001-P3-004,b'fixed style problems working on JComboBox does not show categories',1480342903,2,8,6,2
376,19707,csc216-001-P3-004,b'attempt to fix issue with category jcombobox not updatiing',1480285002,2,103,151,2
377,19708,csc216-001-P3-004,b'added more code to the TaskEditPane.java having a little trouble with\nthe categories not being shown\n',1479965190,1,28,65,1
378,19709,csc216-001-P3-004,b'made the jspinner fields blank before they are edited and formated some\nthe fields shapes',1479956994,1,32,35,1
379,19710,csc216-001-P3-004,b'added jspinners to TaskEditPane and formatted some of the GUI',1479951344,1,1,60,1
380,19711,csc216-001-P3-004,b'fixed some the dimension of the objects within the taskeditpanel and\nadded code into TaskEditPane.getTaskDeatils',1479948415,2,66,130,2
381,19712,csc216-001-P3-004,b'(pair program) change the parameter passed into the updated method',1479760850,1,1,1,1
382,19713,csc216-001-P3-004,b'(pair program) implemented update method and passed local test',1479760643,3,3,25,3
383,19714,csc216-001-P3-004,b'implemented some of the GUI',1479758290,3,18,63,3
384,19715,csc216-001-P3-004,b'fixed some bugs of remove method in TaskList',1479752427,3,2,10,3
385,19716,csc216-001-P3-004,b'implemented some GUI',1479615038,3,6,35,3
386,19717,csc216-001-P3-004,b'fixed bugs in Task.equals()',1479613885,3,9,27,3
387,19718,csc216-001-P3-004,b'fix NullPointerException thrown in method removeTask removeCategory',1479612836,3,0,44,3
388,19719,csc216-001-P3-004,b'fixed some bugs',1479611757,3,1,4,3
389,19720,csc216-001-P3-004,b'fixed several bugs',1479580974,7,7,21,7
390,19721,csc216-001-P3-004,b'fixed several problems in ArrayList and TaskList',1479529000,3,12,12,3
391,19722,csc216-001-P3-004,b'fixed several bugs in LinkedList',1479528401,3,8,21,3
392,19723,csc216-001-P3-004,b'fixed several bugs in ArrayList and LinkedList',1479527828,2,1,5,2
393,19724,csc216-001-P3-004,b'fixed bugs in ArrayList and LinkedList',1479526480,4,3,70,4
394,19725,csc216-001-P3-004,b'improve coverage',1479524514,7,32,42,7
395,19726,csc216-001-P3-004,b'implemented ToDoList test and improved coverage to 80%',1479521582,5,1,100,5
396,19727,csc216-001-P3-004,b'fixed one PMD problem',1479518358,1,7,1,1
397,19728,csc216-001-P3-004,b'fixed one PMD problem',1479518237,1,1,1,1
398,19729,csc216-001-P3-004,b'fixed several java style problem',1479518094,5,14,63,5
399,19730,csc216-001-P3-004,b'implemented some of ToDoList methods',1479504374,3,82,302,3
